class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
1.0,0.6258418560028076,0.3825402855873108,-0.2783793807029724,0.9982194900512695,0.6263012290000916,0.36703577637672424,-0.2670176327228546,0.998421311378479,0.6263158321380615,0.36597558856010437,-0.2671246826648712,0.9982057213783264,0.6257123351097107,0.3648599684238434,-0.2673931419849396,0.9984720945358276,0.6180137395858765,0.36771702766418457,-0.3227745294570923,0.9986326694488525,0.6123631000518799,0.36714449524879456,-0.32278284430503845,0.9985414743423462,0.6058619618415833,0.366435170173645,-0.3227865397930145,0.9985678791999817,0.5959683656692505,0.362331360578537,-0.16557079553604126,0.9984269738197327,0.5742403864860535,0.3644544184207916,-0.41836825013160706,0.9983323216438293,0.6162847280502319,0.3891599774360657,-0.22726692259311676,0.9981951713562012,0.6077190637588501,0.3891393542289734,-0.3012310564517975,0.9983275532722473,0.5390691161155701,0.39094746112823486,-0.0073156459257006645,0.9934541583061218,0.4962236285209656,0.4054069519042969,-0.5229286551475525,0.9978228807449341,0.6831381320953369,0.3416564166545868,0.07406269758939743,0.291056752204895,0.6740484237670898,0.36491823196411133,-0.6835854649543762,0.9804635047912598,0.8182990550994873,0.2925640642642975,-0.06245855987071991,0.530086874961853,0.8404716849327087,0.2934670150279999,-0.6010366082191467,0.9499276280403137,0.8545957207679749,0.2736817002296448,-0.09145298600196838,0.5683318376541138,0.8838195204734802,0.2732352614402771,-0.6689028143882751,0.9245019555091858,0.853847324848175,0.26640626788139343,-0.13832539319992065,0.5724704265594482,0.8740689754486084,0.26336586475372314,-0.6293278932571411,0.9143222570419312,0.8390160799026489,0.27520641684532166,-0.09126400202512741,0.5766837000846863,0.8616226315498352,0.2705076336860657,-0.5899927020072937,0.8903927803039551,0.4145379066467285,0.5854226350784302,0.20002834498882294,0.99811190366745,0.35920029878616333,0.5976008176803589,-0.20016473531723022,0.9988394975662231,0.5526106357574463,0.6573333740234375,0.3577103912830353,0.43467992544174194,0.5230175852775574,0.6917047500610352,-0.07690627872943878,0.9560438990592957,0.4866791367530823,0.7491867542266846,0.5941656827926636,0.6045874953269958,0.4425457715988159,0.8115549683570862,0.09797905385494232,0.959707498550415,0.44861671328544617,0.7656881809234619,0.6194969415664673,0.730255126953125,0.3946312963962555,0.8358283638954163,0.1122894212603569,0.9695786833763123,0.5566659569740295,0.784351646900177,0.6252892017364502,0.6894751787185669,0.5573047995567322,0.8445428013801575,0.08944514393806458,0.9347830414772034
1.0,0.6632727980613708,0.5008319020271301,-0.29877719283103943,0.9995104670524597,0.6598617434501648,0.48740124702453613,-0.2827197015285492,0.9995931386947632,0.658988356590271,0.48643842339515686,-0.2828504145145416,0.9995325207710266,0.6577915549278259,0.4855082631111145,-0.28311237692832947,0.999616265296936,0.6531937718391418,0.4880480170249939,-0.34048569202423096,0.9996266961097717,0.6478466391563416,0.48773032426834106,-0.3407308757305145,0.9995713233947754,0.6420484781265259,0.48750871419906616,-0.34078070521354675,0.9996302723884583,0.6261825561523438,0.48169010877609253,-0.19020232558250427,0.9995885491371155,0.6087563037872314,0.48656585812568665,-0.4544353783130646,0.9994408488273621,0.6483898162841797,0.5083695650100708,-0.2554786503314972,0.9994145035743713,0.6399433612823486,0.5087586641311646,-0.33252036571502686,0.9994295835494995,0.5787140130996704,0.49289777874946594,-0.031423673033714294,0.9978867173194885,0.5466514825820923,0.5269739031791687,-0.5555139183998108,0.9991527795791626,0.7308417558670044,0.46526649594306946,0.06197294220328331,0.5808102488517761,0.7376877665519714,0.5086996555328369,-0.7398162484169006,0.988244891166687,0.8659743666648865,0.43493351340293884,-0.09903626143932343,0.7561147809028625,0.9033721685409546,0.4680789113044739,-0.7027458548545837,0.9776284098625183,0.8821552991867065,0.41591909527778625,-0.11264675110578537,0.7510923743247986,0.939745306968689,0.4504867494106293,-0.7945128083229065,0.9584464430809021,0.8902132511138916,0.4158848524093628,-0.16843362152576447,0.7551544308662415,0.933962881565094,0.441019207239151,-0.7518087029457092,0.9548160433769226,0.8850316405296326,0.42304524779319763,-0.128525972366333,0.7573152184486389,0.9172012209892273,0.44549161195755005,-0.6932762861251831,0.9422734975814819,0.3605637848377228,0.6349446773529053,0.19074541330337524,0.9985331892967224,0.3052472770214081,0.6638752818107605,-0.19063857197761536,0.9993234872817993,0.546608030796051,0.6625211238861084,0.37122276425361633,0.42588064074516296,0.539054274559021,0.6962504982948303,-0.2031155675649643,0.9806018471717834,0.4832856357097626,0.7572511434555054,0.5786283612251282,0.5373764038085938,0.450238972902298,0.8206242918968201,0.06409551203250885,0.9774815440177917,0.4548901617527008,0.7738975882530212,0.5980942845344543,0.5449008345603943,0.4009048342704773,0.836126983165741,0.08862853795289993,0.9566867351531982,0.5500147938728333,0.7869923710823059,0.6259234547615051,0.6161551475524902,0.5380868315696716,0.8608713150024414,0.11729776859283447,0.9624277949333191
1.0,0.4318855106830597,0.370496928691864,-0.12970221042633057,0.999677836894989,0.4132097363471985,0.36092132329940796,-0.10677459090948105,0.9995460510253906,0.4127332270145416,0.3609806001186371,-0.10691975057125092,0.9995043277740479,0.4125033915042877,0.361183226108551,-0.1070125475525856,0.9996219873428345,0.40706464648246765,0.36298662424087524,-0.16746839880943298,0.9996389746665955,0.4023430645465851,0.36460402607917786,-0.16745759546756744,0.9996346235275269,0.3976013958454132,0.36638426780700684,-0.16739045083522797,0.9996815919876099,0.38947805762290955,0.37346476316452026,0.01711852103471756,0.9996790289878845,0.37071484327316284,0.37989094853401184,-0.25748002529144287,0.9995833039283752,0.43498772382736206,0.384034126996994,-0.07607608288526535,0.9994818568229675,0.42761659622192383,0.38685983419418335,-0.15579630434513092,0.9994471669197083,0.40943387150764465,0.43353134393692017,0.150467187166214,0.9923461079597473,0.37727755308151245,0.44056394696235657,-0.3733658194541931,0.9988636374473572,0.5289366245269775,0.38150280714035034,0.20651210844516754,0.3186075985431671,0.5356490015983582,0.39137789607048035,-0.5138323903083801,0.977972686290741,0.5941666960716248,0.30025339126586914,0.014597254805266857,0.41583001613616943,0.5950028896331787,0.3015931248664856,-0.47604843974113464,0.9296942353248596,0.6009466052055359,0.2764956057071686,-0.03397839143872261,0.4335022270679474,0.6077911257743835,0.2758564352989197,-0.5435325503349304,0.905255138874054,0.5835926532745361,0.2742554545402527,-0.06361226737499237,0.44681596755981445,0.5838128924369812,0.2735229432582855,-0.5388954877853394,0.8907245397567749,0.5800488591194153,0.2842826545238495,-0.010992612689733505,0.45723018050193787,0.5783147811889648,0.28405413031578064,-0.47803154587745667,0.8658064603805542,0.3845299780368805,0.6495993137359619,0.18413366377353668,0.9985367655754089,0.3471637964248657,0.6541619896888733,-0.18415676057338715,0.9994648098945618,0.39222612977027893,0.7859992384910583,0.34579652547836304,0.5398982763290405,0.3450428247451782,0.8124014735221863,-0.06769733875989914,0.9858774542808533,0.3719676434993744,0.8846738338470459,0.5371770262718201,0.7285772562026978,0.32826533913612366,0.9561145901679993,0.02287602610886097,0.9780566692352295,0.3492175042629242,0.9031669497489929,0.5523218512535095,0.7820962071418762,0.306530624628067,0.9772680997848511,0.020688733085989952,0.9632871747016907,0.4816841781139374,0.9087252616882324,0.4824524521827698,0.7971940040588379,0.44240084290504456,0.9876105189323425,-0.15991827845573425,0.9548675417900085
1.0,0.4507702887058258,0.3740522861480713,-0.1130998507142067,0.9997249841690063,0.4340391159057617,0.3649011254310608,-0.09396391361951828,0.9996078610420227,0.43327391147613525,0.36501121520996094,-0.09409410506486893,0.9995706081390381,0.43261587619781494,0.3652119040489197,-0.0941772535443306,0.9996647834777832,0.4282781779766083,0.3667890131473541,-0.15604384243488312,0.9996910691261292,0.42337700724601746,0.3682601749897003,-0.1560198962688446,0.9996922612190247,0.41821661591529846,0.3698425590991974,-0.15598291158676147,0.9997314214706421,0.4052223861217499,0.3781113922595978,0.02116314321756363,0.9997184872627258,0.3891738951206207,0.3827105164527893,-0.25705021619796753,0.999667763710022,0.4491085112094879,0.38651812076568604,-0.060771189630031586,0.9995764493942261,0.44245854020118713,0.3891623914241791,-0.14208731055259705,0.9995543360710144,0.40416818857192993,0.43764829635620117,0.17121967673301697,0.9931764006614685,0.38532495498657227,0.4432416558265686,-0.3766946792602539,0.9989622235298157,0.5324000716209412,0.39561188220977783,0.2617305815219879,0.35163673758506775,0.5446261763572693,0.40753427147865295,-0.5246018171310425,0.979662299156189,0.5962740182876587,0.3162623345851898,0.10098746418952942,0.4519621729850769,0.6058386564254761,0.3172326385974884,-0.5112259387969971,0.9444404244422913,0.6007131338119507,0.2932519018650055,0.0643802136182785,0.4589628577232361,0.6186362504959106,0.2900048792362213,-0.5823498964309692,0.9236048460006714,0.5838411450386047,0.2912014424800873,0.026971226558089256,0.46900665760040283,0.595329999923706,0.2875196635723114,-0.5739461183547974,0.9113452434539795,0.5807794332504272,0.3006870746612549,0.07351408153772354,0.4791487157344818,0.5887662172317505,0.2977758049964905,-0.5123079419136047,0.8889698386192322,0.35391390323638916,0.6513498425483704,0.18057258427143097,0.9986625909805298,0.332820326089859,0.6601382493972778,-0.18066635727882385,0.9994684457778931,0.3942772448062897,0.7879474759101868,0.3072243928909302,0.5982957482337952,0.3756980299949646,0.8121576905250549,-0.062318623065948486,0.9856055378913879,0.3783699572086334,0.8833601474761963,0.4994288980960846,0.7570884823799133,0.3253069818019867,0.9555712342262268,0.05294883996248245,0.9769538044929504,0.35262539982795715,0.9085623621940613,0.5136311650276184,0.8020684719085693,0.29750677943229675,0.9766330122947693,0.05522610619664192,0.9612853527069092,0.4753802716732025,0.9135681986808777,0.44695329666137695,0.8160302639007568,0.439363956451416,0.9847813248634338,-0.11738000065088272,0.9534580707550049
1.0,0.660805881023407,0.4998393952846527,-0.3353288769721985,0.9993253350257874,0.6578238606452942,0.48597782850265503,-0.323548287153244,0.9994304180145264,0.6572781205177307,0.48492199182510376,-0.32370275259017944,0.9993461966514587,0.6563510894775391,0.48391231894493103,-0.32394763827323914,0.9994625449180603,0.6502640843391418,0.4870056211948395,-0.3820817172527313,0.9994848966598511,0.6445995569229126,0.48675450682640076,-0.38233694434165955,0.9994107484817505,0.6385084986686707,0.48670250177383423,-0.38243550062179565,0.999483585357666,0.6263697743415833,0.4808310270309448,-0.24436768889427185,0.9994216561317444,0.6071949005126953,0.4868766963481903,-0.5132291913032532,0.9992312788963318,0.6482499837875366,0.5068356990814209,-0.29597747325897217,0.99921053647995,0.6393892168998718,0.5083456039428711,-0.3739200234413147,0.9992486834526062,0.5793520212173462,0.49007532000541687,-0.0813230499625206,0.9973142743110657,0.5557247996330261,0.5282151699066162,-0.6103016138076782,0.9989285469055176,0.7320693731307983,0.46388140320777893,0.023712407797574997,0.5425986647605896,0.7453060746192932,0.5100083351135254,-0.7872691750526428,0.9868972897529602,0.8689921498298645,0.4310682415962219,-0.148018941283226,0.7315430641174316,0.9061548709869385,0.4712293744087219,-0.7683029174804688,0.972064197063446,0.8818662166595459,0.4110579490661621,-0.1608441174030304,0.733486533164978,0.9439788460731506,0.4576072692871094,-0.8673442006111145,0.9503967761993408,0.8922187685966492,0.4114834666252136,-0.22361066937446594,0.7380043268203735,0.938088059425354,0.4485078454017639,-0.8295163512229919,0.9460378289222717,0.8870702981948853,0.4192628264427185,-0.17897866666316986,0.741939902305603,0.9204973578453064,0.4507300555706024,-0.7614869475364685,0.9309445023536682,0.36067256331443787,0.6308024525642395,0.19795183837413788,0.9984854459762573,0.30764713883399963,0.6627528071403503,-0.1977691352367401,0.9992659687995911,0.5445177555084229,0.6570293307304382,0.39622244238853455,0.4251289963722229,0.5376443862915039,0.6988393664360046,-0.17574240267276764,0.9778538942337036,0.4831179976463318,0.7605364918708801,0.6668288111686707,0.5425674915313721,0.44984593987464905,0.8207976818084717,0.11170275509357452,0.9769343733787537,0.46071892976760864,0.7885974049568176,0.6890786290168762,0.5664433240890503,0.40158653259277344,0.8356621861457825,0.13831955194473267,0.9597914814949036,0.5511148571968079,0.7825494408607483,0.7144528031349182,0.6269962191581726,0.5375878810882568,0.8584457039833069,0.1504087746143341,0.9619645476341248
1.0,0.5733870267868042,0.28461650013923645,-0.09911200404167175,0.9990469217300415,0.5645132660865784,0.2696455419063568,-0.08729206025600433,0.9990472793579102,0.5644298791885376,0.26914629340171814,-0.08725003153085709,0.9989525675773621,0.5639926195144653,0.26852723956108093,-0.08719063550233841,0.9991020560264587,0.555479109287262,0.2694261968135834,-0.1416899412870407,0.9990258812904358,0.5494951009750366,0.2689589262008667,-0.1415901929140091,0.9990122318267822,0.5431956052780151,0.2684585154056549,-0.14159657061100006,0.9990652203559875,0.5376414060592651,0.27015915513038635,0.020829323679208755,0.9991593360900879,0.5169529318809509,0.27246835827827454,-0.2349856197834015,0.9989671111106873,0.5706461668014526,0.2961863875389099,-0.0467536635696888,0.9988208413124084,0.5600774884223938,0.2957541346549988,-0.12015187740325928,0.9988600611686707,0.5137816071510315,0.3223838210105896,0.19056285917758942,0.994709312915802,0.5029224753379822,0.3207767903804779,-0.37590762972831726,0.9989862442016602,0.5879014730453491,0.24452818930149078,0.2928752601146698,0.2823731601238251,0.6078082323074341,0.23679865896701813,-0.5896342992782593,0.9829226136207581,0.6860259175300598,0.17549271881580353,0.07035128772258759,0.5498258471488953,0.7173219919204712,0.15552718937397003,-0.5892676115036011,0.9638302326202393,0.7152441143989563,0.1534842699766159,0.025298206135630608,0.5756027102470398,0.749768078327179,0.13754434883594513,-0.6379133462905884,0.9458692073822021,0.7076207399368286,0.15030832588672638,-0.0296467412263155,0.5803092122077942,0.7427932024002075,0.1331518590450287,-0.6242750287055969,0.9358088970184326,0.6988566517829895,0.15812638401985168,0.03457547351717949,0.5812097787857056,0.7291557192802429,0.14006280899047852,-0.5815126299858093,0.9201123118400574,0.4854259192943573,0.5371825098991394,0.19887270033359528,0.9983848929405212,0.47340884804725647,0.5492151975631714,-0.19931255280971527,0.9992629885673523,0.47812122106552124,0.6509278416633606,0.3313314616680145,0.3899848759174347,0.47039559483528137,0.6914653182029724,-0.07417108863592148,0.9671412706375122,0.4646201729774475,0.769547164440155,0.4739633798599243,0.6125425696372986,0.4484643340110779,0.8303728103637695,0.026314936578273773,0.9609338641166687,0.4351005554199219,0.8037710189819336,0.48233574628829956,0.7413313388824463,0.41636425256729126,0.8539085984230042,0.02597029320895672,0.9691053628921509,0.5705193281173706,0.7921093106269836,0.4423770606517792,0.7180538773536682,0.56691974401474,0.8591448664665222,-0.12366106361150742,0.9353284239768982
2.0,0.6784647703170776,0.4968193471431732,-0.30897605419158936,0.9979217648506165,0.6789283156394958,0.4826885759830475,-0.29627928137779236,0.9981317520141602,0.6783234477043152,0.48126423358917236,-0.296384334564209,0.9979763627052307,0.6770318746566772,0.47984778881073,-0.2965679168701172,0.9982793927192688,0.6744776368141174,0.4845830202102661,-0.3502744138240814,0.9982813596725464,0.671134352684021,0.48455968499183655,-0.3504098057746887,0.9981768131256104,0.6670186519622803,0.4846898317337036,-0.3504733741283417,0.9983434677124023,0.6495238542556763,0.4757397472858429,-0.21182970702648163,0.9984908103942871,0.6374416351318359,0.4843097925186157,-0.4596053957939148,0.9975914359092712,0.6659551858901978,0.5021006464958191,-0.2678107023239136,0.996893048286438,0.6609105467796326,0.5045468807220459,-0.3402739465236664,0.9972071647644043,0.5799119472503662,0.49197185039520264,-0.061380207538604736,0.99465411901474,0.5867117643356323,0.5250764489173889,-0.5543081164360046,0.9978810548782349,0.7247378826141357,0.4488891661167145,0.037740644067525864,0.3611145615577698,0.7456642985343933,0.4838982820510864,-0.7330223321914673,0.9758773446083069,0.860186755657196,0.4117738902568817,-0.11709748953580856,0.5857143402099609,0.8788362741470337,0.43075045943260193,-0.6891034245491028,0.9541118741035461,0.8868991136550903,0.3956693708896637,-0.1371992975473404,0.6184669733047485,0.9136521816253662,0.41398152709007263,-0.7639276385307312,0.9281501173973083,0.8916476368904114,0.39382174611091614,-0.18723687529563904,0.6226556301116943,0.9109047055244446,0.40643465518951416,-0.7298979163169861,0.9205776453018188,0.8813126683235168,0.4001723825931549,-0.14397838711738586,0.6231715679168701,0.8969790935516357,0.4126242399215698,-0.6799519062042236,0.8999523520469666,0.38348469138145447,0.6536181569099426,0.2011294811964035,0.9977295994758606,0.3651675879955292,0.6839169263839722,-0.20122309029102325,0.9987820386886597,0.5606479048728943,0.6798272132873535,0.36700519919395447,0.3253169655799866,0.5822169184684753,0.723898708820343,-0.14121349155902863,0.965212345123291,0.4470682442188263,0.794204592704773,0.6093854308128357,0.4690186083316803,0.4470205307006836,0.830819308757782,0.11348986625671387,0.95639967918396,0.40190306305885315,0.811439573764801,0.6290655136108398,0.5565358996391296,0.3960927724838257,0.8407512307167053,0.13833491504192352,0.9500288963317871,0.5154840350151062,0.8301564455032349,0.681563138961792,0.5749422311782837,0.5312994718551636,0.8743574023246765,0.194255530834198,0.9347354173660278
2.0,0.6746927499771118,0.5142487287521362,-0.30273759365081787,0.9988549947738647,0.671434760093689,0.5000899434089661,-0.2915700674057007,0.9990077018737793,0.6700814962387085,0.49862560629844666,-0.29169324040412903,0.9989035725593567,0.6685320138931274,0.4971764087677002,-0.2919166386127472,0.9990755915641785,0.6683953404426575,0.5010616779327393,-0.3444300591945648,0.9990618824958801,0.6651578545570374,0.5004540085792542,-0.3446040153503418,0.9989882111549377,0.6614010334014893,0.5000869035720825,-0.34469670057296753,0.9991124272346497,0.6406444311141968,0.4921819269657135,-0.20249663293361664,0.9991866946220398,0.632908821105957,0.5005427598953247,-0.4488527476787567,0.9986254572868347,0.6610698103904724,0.5198453664779663,-0.26211655139923096,0.998236894607544,0.6567566394805908,0.5212399959564209,-0.3333019018173218,0.9983566999435425,0.5868567228317261,0.5083385109901428,-0.05420198291540146,0.9965758323669434,0.5835118889808655,0.5386676788330078,-0.5392354130744934,0.9986324310302734,0.7268938422203064,0.46990740299224854,0.04748957231640816,0.4922563135623932,0.734241247177124,0.5068203806877136,-0.7226356267929077,0.9804323315620422,0.8477458953857422,0.4239071309566498,-0.1092904657125473,0.6783134341239929,0.8807782530784607,0.443671852350235,-0.685588002204895,0.9689419269561768,0.8674014806747437,0.40375617146492004,-0.1258663386106491,0.6879425048828125,0.916416347026825,0.4247102439403534,-0.7606298923492432,0.9460922479629517,0.8685290217399597,0.4033571183681488,-0.16923585534095764,0.6905985474586487,0.9075156450271606,0.41720911860466003,-0.7275713086128235,0.940585732460022,0.8617406487464905,0.41132664680480957,-0.13297894597053528,0.6887681484222412,0.8916895389556885,0.42437106370925903,-0.6764832139015198,0.9246907234191895,0.39150065183639526,0.6688233017921448,0.1929411143064499,0.9980815649032593,0.37374594807624817,0.6961218118667603,-0.19316118955612183,0.9989358186721802,0.5754578113555908,0.6813583970069885,0.36747825145721436,0.3462648391723633,0.6012600660324097,0.7231833338737488,-0.1580139547586441,0.9730941653251648,0.4507722556591034,0.7880808115005493,0.5936845541000366,0.47165170311927795,0.4557620882987976,0.8282808065414429,0.110948845744133,0.9600870609283447,0.4075551927089691,0.8071945309638977,0.6115503907203674,0.5098947882652283,0.4014586806297302,0.839435875415802,0.13872867822647095,0.9294776320457458,0.5275964140892029,0.8283846378326416,0.6753340363502502,0.5594459176063538,0.5362743139266968,0.86963951587677,0.2182537168264389,0.937541127204895
2.0,0.6712186932563782,0.4778729975223541,-0.30647215247154236,0.9992914199829102,0.6665170788764954,0.46654701232910156,-0.2947303354740143,0.999424159526825,0.6644061207771301,0.46578192710876465,-0.2948340177536011,0.9993419647216797,0.6623420715332031,0.4646986722946167,-0.2950197756290436,0.9994520545005798,0.6652567982673645,0.4673295021057129,-0.34911441802978516,0.9994103908538818,0.6624201536178589,0.4674413502216339,-0.34926387667655945,0.9993446469306946,0.6592667698860168,0.46739938855171204,-0.3493427336215973,0.9994608759880066,0.636862576007843,0.4626816511154175,-0.2118566334247589,0.9994977712631226,0.6316791772842407,0.46910032629966736,-0.46187350153923035,0.9990286827087402,0.6573426723480225,0.4866918921470642,-0.26657330989837646,0.9987626671791077,0.6552426815032959,0.48667487502098083,-0.3389768600463867,0.9987754821777344,0.5818378925323486,0.48545190691947937,-0.05684512108564377,0.9976088404655457,0.591001570224762,0.5119103193283081,-0.5562630295753479,0.9990491271018982,0.7218177318572998,0.4366283416748047,0.055656153708696365,0.5565465688705444,0.7464497685432434,0.4638451337814331,-0.7535359263420105,0.9823132753372192,0.8388120532035828,0.39181771874427795,-0.12374193221330643,0.7402715086936951,0.8767093420028687,0.40570881962776184,-0.7272309064865112,0.9776800274848938,0.8554480075836182,0.37266793847084045,-0.1420971304178238,0.7408311367034912,0.9123309254646301,0.38530996441841125,-0.8051548600196838,0.9584547877311707,0.8554233908653259,0.37215811014175415,-0.19013209640979767,0.7412357926368713,0.8978944420814514,0.37932702898979187,-0.7724722027778625,0.9540352821350098,0.8503818511962891,0.37821999192237854,-0.14856822788715363,0.7368097305297852,0.883376955986023,0.38585153222084045,-0.718062698841095,0.9408133029937744,0.40402767062187195,0.6538416147232056,0.19694770872592926,0.9985000491142273,0.38925835490226746,0.6774802207946777,-0.19719858467578888,0.9991075992584229,0.5820967555046082,0.689525842666626,0.379665344953537,0.376483291387558,0.6022720336914062,0.7279152274131775,-0.13664714992046356,0.9791157841682434,0.45457884669303894,0.7915605306625366,0.6260495781898499,0.520378828048706,0.46236151456832886,0.8284643888473511,0.1327083855867386,0.9663805961608887,0.4098489582538605,0.8072121739387512,0.646411120891571,0.5323487520217896,0.4043208062648773,0.8389657735824585,0.15853910148143768,0.9245656728744507,0.5302111506462097,0.8357556462287903,0.7020550966262817,0.6001455187797546,0.5395035147666931,0.8700966238975525,0.21197502315044403,0.9451894164085388
1.0,0.6313520669937134,0.2998351752758026,-0.027006568387150764,0.9985941052436829,0.6210749745368958,0.28261271119117737,-0.01496074814349413,0.9984974265098572,0.6187649965286255,0.2817085385322571,-0.014979860745370388,0.998424768447876,0.6164066195487976,0.28082841634750366,-0.014913301914930344,0.9985976815223694,0.6165884137153625,0.2818041741847992,-0.07564055919647217,0.9984177947044373,0.6114381551742554,0.2805119454860687,-0.07558548450469971,0.9984750747680664,0.6064049005508423,0.2793266773223877,-0.07556046545505524,0.9985420107841492,0.5813868641853333,0.2791205942630768,0.07567589730024338,0.9987526535987854,0.5745514035224915,0.2800189256668091,-0.20881298184394836,0.9983286261558533,0.6187294721603394,0.3095959722995758,0.01905353181064129,0.998078465461731,0.6140487790107727,0.3087414503097534,-0.0635569617152214,0.9981113076210022,0.5243275165557861,0.3241843581199646,0.2046627402305603,0.9948186278343201,0.5393998622894287,0.3156929016113281,-0.32588547468185425,0.9989549517631531,0.6184139251708984,0.24427936971187592,0.3370177149772644,0.2918911874294281,0.662682831287384,0.23632904887199402,-0.5532172918319702,0.9844526052474976,0.6969897150993347,0.183212012052536,0.11066102236509323,0.4853472113609314,0.7565589547157288,0.15598410367965698,-0.5301454067230225,0.9711621403694153,0.7130416035652161,0.16175441443920135,0.06655141711235046,0.4983964264392853,0.786612868309021,0.1335093379020691,-0.5692837238311768,0.9551580548286438,0.706761360168457,0.16155678033828735,0.027092574164271355,0.5039385557174683,0.7748647928237915,0.13097219169139862,-0.5578605532646179,0.9472372531890869,0.7053248882293701,0.16705162823200226,0.08121659606695175,0.5081456899642944,0.7618473768234253,0.13982927799224854,-0.5206554532051086,0.9329190850257874,0.45404738187789917,0.5410675406455994,0.20086680352687836,0.9985378384590149,0.4627704322338104,0.5499189496040344,-0.20114746689796448,0.9992314577102661,0.4662307798862457,0.6629070043563843,0.3009856343269348,0.3415055274963379,0.4635215997695923,0.6966678500175476,-0.07101760059595108,0.9630550742149353,0.45395180583000183,0.7789751291275024,0.45015400648117065,0.5377909541130066,0.43882790207862854,0.8262505531311035,0.04143868014216423,0.9480628967285156,0.42743778228759766,0.7976414561271667,0.45909783244132996,0.6724346876144409,0.4028007388114929,0.8568835854530334,0.040327105671167374,0.9565196633338928,0.5616836547851562,0.7998591661453247,0.40762805938720703,0.6479973196983337,0.5566441416740417,0.8555094003677368,-0.11439399421215057,0.9238332509994507
